23.001348,120.180463
22.985099,120.240635
22.992259,120.234134
22.974261,120.212021
22.979404,120.210122
22.966607,120.165861
22.935294,120.176096
22.929762,120.186599
23.001733,120.208858
23.018801,120.210622
23.020956,120.207658
23.009077,120.182972
23.020163,120.207459
23.007993,120.193168
23.008784,120.202745
23.013149,120.191955
23.009483,120.215684
22.993143,120.176998
22.997098,120.165344
22.990774,120.181339
23.0024439,120.1657798
22.995457,120.171169
22.989390,120.161398
22.98782,120.177861
22.983464,120.171584
23.053085,120.177632
23.051340,120.215377
23.031608,120.210249
23.059597,120.215128
22.927048,120.288496
22.924538,120.289762
22.930103,120.285846
22.928866,120.286463
22.927999,120.286902
22.928414,120.282342
22.927400,120.282909
22.926511,120.283375
22.924441,120.280069
23.038381,120.307308
23.176570,120.485960
23.091827,120.533993
23.185615,120.249665
23.183046,120.248751
23.185018,120.257946
23.200988,120.160568
23.316108,120.322873
23.366355,120.362119
23.352304,120.419770
23.322393,120.401742
23.320069,120.265300
23.142867,120.370378
23.107715,120.301043
23.107825,120.302780
23.109766,120.306521
23.079798,120.288098
23.080636,120.289337
23.063900,120.228596
23.000893,120.153909
22.993128,120.151379
22.997144,120.164272
23.003599,120.157329
22.995521,120.156620
