22.995000,120.197607
22.987918,120.205482
22.994758,120.19839
22.988343,120.198262
22.987029,120.200107
22.974732,120.221648
22.995506,120.206413
22.996785,120.202848
22.995699,120.203814
22.996694,120.192082
22.994521,120.209264
22.992904,120.19455
22.994232,120.201362
22.994817,120.210246
22.996748,120.204157
22.995136,120.20891
22.994518,120.209903
22.988378,120.199673
22.988378,120.199673
22.995827,120.21034
22.994318,120.201459
22.981965,120.198724
22.998212,120.204623
22.997686,120.204623
22.991848,120.197869
22.947817,120.219287
22.946122,120.219752
22.904892,120.252826
22.998143,120.211470
23.007221,120.219127
23.002181,120.218977
23.001177,120.217010
23.021339,120.221810
23.020665,120.221036
23.019841,120.218857
23.015162,120.242686
23.005257,120.247223
23.002719,120.235188
23.038336,120.253523
23.011418,120.259606
23.025496,120.255012
23.059165,120.231786
23.064159,120.223784
22.988582,120.160021
23.003410,120.157302
23.0000868,120.1602432
22.996316,120.214833
22.991875,120.226227
22.995221,120.218049
22.987912,120.232912
22.988114,120.219378
22.989099,120.212687
22.974119,120.220165
22.973090,120.220453
22.996830,120.234029
22.996610,120.216811
22.994737,120.233848
23.003083,120.214889
22.989882,120.233606
22.987197,120.229929
22.965755,120.233832
22.986278,120.195493
22.947833,120.216238
23.001014,120.196202
23.290288,120.325346
23.289913,120.329166
23.266749,120.392637
22.925635,120.286259
22.928848,120.284877
22.926779,120.285249
22.922966,120.285260
22.927858,120.282770
22.927864,120.282613
22.923121,120.283008
23.308881,120.313388
23.154948,120.098966
23.333585,120.458797
23.207948,120.363147
23.027103,120.335162
23.136501,120.429929
23.210457,120.496897
23.180225,120.232857
22.961623,120.336446
22.98133,120.22242269999992
22.98133,120.22242269999992
22.991171,120.195711
