22.991689,120.210337
22.987274,120.208698
22.985834,120.194661
22.991089,120.210416
22.997720,120.188265
22.991371,120.213666
22.968903,120.225593
22.980212,120.219564
22.979917,120.217155
22.980924,120.210340
22.981212,120.205555
22.978370,120.204934
22.979491,120.203736
23.004306,120.211019
23.013079,120.224648
23.008586,120.205071
23.006637,120.215783
22.996602,120.185584
22.9928133,120.15703
22.994969,120.163416
22.991168,120.159479
23.000707,120.237698
22.972604,120.253466
23.306363,120.322730
23.078349,120.295367
22.9931583,120.19206250000002
23.008515,120.2079953
23.0074151,120.1874729
23.0117569,120.1928463
22.999175,120.157886
22.982593,120.221534
22.992491,120.231296
23.002824,120.200547
23.3112479,120.315614
